[INFO] [1729174421.341131]: Waiting for sensor data...
[INFO] [1729174421.443595]: Calculated Dynamic CoM: x=5.09295707176, y=-0.987625606921, z=25.6044681209
[INFO] [1729174421.443835]: Projected CoM on the ground: x=5.09295707176, y=-0.987625606921, z=0
[INFO] [1729174421.443962]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174629.942144]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174629.942350]: Calculated Dynamic ZMP: x=1.41307565611, y=-3.15186806313
[INFO] [1729174629.942511]: Calculated ZMP: x=1.41307565611, y=-3.15186806313
[INFO] [1729174630.041459]: Calculated Dynamic CoM: x=3.77726436986, y=0.153467817131, z=25.8325687318
[INFO] [1729174630.041903]: Projected CoM on the ground: x=3.77726436986, y=0.153467817131, z=0
[INFO] [1729174630.042169]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.042376]: Calculated Dynamic ZMP: x=7.21664283006, y=7.39134404723
[INFO] [1729174630.042623]: Calculated ZMP: x=7.21664283006, y=7.39134404723
[INFO] [1729174630.141464]: Calculated Dynamic CoM: x=5.33107333418, y=0.386261998468, z=25.5814581915
[INFO] [1729174630.141755]: Projected CoM on the ground: x=5.33107333418, y=0.386261998468, z=0
[INFO] [1729174630.142057]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.142245]: Calculated Dynamic ZMP: x=9.72917139045, y=5.82445416792
[INFO] [1729174630.142430]: Calculated ZMP: x=9.72917139045, y=5.82445416792
[INFO] [1729174630.241797]: Calculated Dynamic CoM: x=-1.42305328148, y=-0.57490743581, z=26.1093162462
[INFO] [1729174630.242144]: Projected CoM on the ground: x=-1.42305328148, y=-0.57490743581, z=0
[INFO] [1729174630.242620]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.242870]: Calculated Dynamic ZMP: x=-2.91098276293, y=-12.1667771794
[INFO] [1729174630.243067]: Calculated ZMP: x=-2.91098276293, y=-12.1667771794
[INFO] [1729174630.341757]: Calculated Dynamic CoM: x=3.09343402057, y=-2.30362787508, z=25.857480136
[INFO] [1729174630.342042]: Projected CoM on the ground: x=3.09343402057, y=-2.30362787508, z=0
[INFO] [1729174630.342232]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.342393]: Calculated Dynamic ZMP: x=6.25283903844, y=-10.2028909715
[INFO] [1729174630.342534]: Calculated ZMP: x=6.25283903844, y=-10.2028909715
[INFO] [1729174630.441392]: Calculated Dynamic CoM: x=4.42627052954, y=-1.39933602401, z=25.699819463
[INFO] [1729174630.441740]: Projected CoM on the ground: x=4.42627052954, y=-1.39933602401, z=0
[INFO] [1729174630.441980]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.442134]: Calculated Dynamic ZMP: x=8.52106057039, y=-3.41711624885
[INFO] [1729174630.442273]: Calculated ZMP: x=8.52106057039, y=-3.41711624885
[INFO] [1729174630.541393]: Calculated Dynamic CoM: x=-1.17605680955, y=-0.961376489848, z=26.0599431672
[INFO] [1729174630.541692]: Projected CoM on the ground: x=-1.17605680955, y=-0.961376489848, z=0
[INFO] [1729174630.541918]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.542066]: Calculated Dynamic ZMP: x=-2.09141447001, y=-1.7497685825
[INFO] [1729174630.542205]: Calculated ZMP: x=-2.09141447001, y=-1.7497685825
[INFO] [1729174630.641386]: Calculated Dynamic CoM: x=4.86159416653, y=0.47572382732, z=25.6317009847
[INFO] [1729174630.641642]: Projected CoM on the ground: x=4.86159416653, y=0.47572382732, z=0
[INFO] [1729174630.641934]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.642102]: Calculated Dynamic ZMP: x=9.1812769083, y=7.28787973298
[INFO] [1729174630.642253]: Calculated ZMP: x=9.1812769083, y=7.28787973298
[INFO] [1729174630.741408]: Calculated Dynamic CoM: x=4.22608272303, y=-0.322636187862, z=25.7926658786
[INFO] [1729174630.741718]: Projected CoM on the ground: x=4.22608272303, y=-0.322636187862, z=0
[INFO] [1729174630.742036]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.742229]: Calculated Dynamic ZMP: x=8.4438008087, y=3.86217973318
[INFO] [1729174630.742390]: Calculated ZMP: x=8.4438008087, y=3.86217973318
[INFO] [1729174630.841360]: Calculated Dynamic CoM: x=-0.404252389077, y=-1.08727451428, z=26.1321030932
[INFO] [1729174630.841620]: Projected CoM on the ground: x=-0.404252389077, y=-1.08727451428, z=0
[INFO] [1729174630.841786]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.841984]: Calculated Dynamic ZMP: x=-0.848878505234, y=2.90213414291
[INFO] [1729174630.842145]: Calculated ZMP: x=-0.848878505234, y=2.90213414291
[INFO] [1729174630.941381]: Calculated Dynamic CoM: x=-1.69872831409, y=-0.805813481782, z=26.0775175008
[INFO] [1729174630.941657]: Projected CoM on the ground: x=-1.69872831409, y=-0.805813481782, z=0
[INFO] [1729174630.941904]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174630.942096]: Calculated Dynamic ZMP: x=-3.2344525543, y=-3.96483496752
[INFO] [1729174630.942272]: Calculated ZMP: x=-3.2344525543, y=-3.96483496752
[INFO] [1729174631.041366]: Calculated Dynamic CoM: x=1.65819358188, y=-1.28692210267, z=26.0406200397
[INFO] [1729174631.041666]: Projected CoM on the ground: x=1.65819358188, y=-1.28692210267, z=0
[INFO] [1729174631.041873]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.042023]: Calculated Dynamic ZMP: x=4.05296107599, y=-6.51195577822
[INFO] [1729174631.042164]: Calculated ZMP: x=4.05296107599, y=-6.51195577822
[INFO] [1729174631.141363]: Calculated Dynamic CoM: x=-3.82447378717, y=-0.352234894871, z=25.8193470087
[INFO] [1729174631.141658]: Projected CoM on the ground: x=-3.82447378717, y=-0.352234894871, z=0
[INFO] [1729174631.141915]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.142125]: Calculated Dynamic ZMP: x=-7.55952584034, y=-4.91193725008
[INFO] [1729174631.142357]: Calculated ZMP: x=-7.55952584034, y=-4.91193725008
[INFO] [1729174631.241350]: Calculated Dynamic CoM: x=0.577857053111, y=-0.955753260759, z=26.0724432601
[INFO] [1729174631.241626]: Projected CoM on the ground: x=0.577857053111, y=-0.955753260759, z=0
[INFO] [1729174631.241782]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.242132]: Calculated Dynamic ZMP: x=1.26119045407, y=1.68737730423
[INFO] [1729174631.242271]: Calculated ZMP: x=1.26119045407, y=1.68737730423
[INFO] [1729174631.341355]: Calculated Dynamic CoM: x=6.80726605899, y=1.22149010311, z=25.1923178838
[INFO] [1729174631.341639]: Projected CoM on the ground: x=6.80726605899, y=1.22149010311, z=0
[INFO] [1729174631.341886]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.342103]: Calculated Dynamic ZMP: x=13.147266642, y=8.53655014262
[INFO] [1729174631.342528]: Calculated ZMP: x=13.147266642, y=8.53655014262
[INFO] [1729174631.441325]: Calculated Dynamic CoM: x=2.03150206168, y=-1.70972472287, z=26.0156984963
[INFO] [1729174631.441606]: Projected CoM on the ground: x=2.03150206168, y=-1.70972472287, z=0
[INFO] [1729174631.441842]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.442021]: Calculated Dynamic ZMP: x=4.83530087737, y=-10.5285603164
[INFO] [1729174631.442252]: Calculated ZMP: x=4.83530087737, y=-10.5285603164
[INFO] [1729174631.541351]: Calculated Dynamic CoM: x=4.7242007752, y=-2.93642518249, z=25.5420885641
[INFO] [1729174631.541634]: Projected CoM on the ground: x=4.7242007752, y=-2.93642518249, z=0
[INFO] [1729174631.541786]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.541975]: Calculated Dynamic ZMP: x=9.04102469078, y=-10.2039315404
[INFO] [1729174631.542111]: Calculated ZMP: x=9.04102469078, y=-10.2039315404
[INFO] [1729174631.641340]: Calculated Dynamic CoM: x=4.9981576295, y=-1.3287531192, z=25.5900057254
[INFO] [1729174631.641591]: Projected CoM on the ground: x=4.9981576295, y=-1.3287531192, z=0
[INFO] [1729174631.641910]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.642104]: Calculated Dynamic ZMP: x=10.2647174914, y=-3.02248105023
[INFO] [1729174631.642297]: Calculated ZMP: x=10.2647174914, y=-3.02248105023
[INFO] [1729174631.741335]: Calculated Dynamic CoM: x=-0.403194593666, y=-1.00465800604, z=26.0809271305
[INFO] [1729174631.741570]: Projected CoM on the ground: x=-0.403194593666, y=-1.00465800604, z=0
[INFO] [1729174631.741783]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.742056]: Calculated Dynamic ZMP: x=-0.626069019184, y=-0.881202078741
[INFO] [1729174631.742252]: Calculated ZMP: x=-0.626069019184, y=-0.881202078741
[INFO] [1729174631.841386]: Calculated Dynamic CoM: x=3.27627315868, y=-0.0445974859645, z=25.8812032734
[INFO] [1729174631.841705]: Projected CoM on the ground: x=3.27627315868, y=-0.0445974859645, z=0
[INFO] [1729174631.841911]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.842072]: Calculated Dynamic ZMP: x=5.88640705639, y=6.12570657816
[INFO] [1729174631.842267]: Calculated ZMP: x=5.88640705639, y=6.12570657816
[INFO] [1729174631.941272]: Calculated Dynamic CoM: x=5.16964118587, y=-0.0795986233658, z=25.6176043671
[INFO] [1729174631.941538]: Projected CoM on the ground: x=5.16964118587, y=-0.0795986233658, z=0
[INFO] [1729174631.941720]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174631.941920]: Calculated Dynamic ZMP: x=10.6301661192, y=4.76510309707
[INFO] [1729174631.942063]: Calculated ZMP: x=10.6301661192, y=4.76510309707
[INFO] [1729174632.041343]: Calculated Dynamic CoM: x=-0.898116758504, y=-1.09689074771, z=26.120268966
[INFO] [1729174632.041593]: Projected CoM on the ground: x=-0.898116758504, y=-1.09689074771, z=0
[INFO] [1729174632.041881]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.042101]: Calculated Dynamic ZMP: x=-1.65246396922, y=1.04441274803
[INFO] [1729174632.042308]: Calculated ZMP: x=-1.65246396922, y=1.04441274803
[INFO] [1729174632.141332]: Calculated Dynamic CoM: x=-1.95714265862, y=-0.638263919362, z=26.0720140133
[INFO] [1729174632.141593]: Projected CoM on the ground: x=-1.95714265862, y=-0.638263919362, z=0
[INFO] [1729174632.141825]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.142158]: Calculated Dynamic ZMP: x=-3.63009893531, y=-5.5232041508
[INFO] [1729174632.142342]: Calculated ZMP: x=-3.63009893531, y=-5.5232041508
[INFO] [1729174632.241335]: Calculated Dynamic CoM: x=2.48918449836, y=-1.57732251913, z=25.962564232
[INFO] [1729174632.241600]: Projected CoM on the ground: x=2.48918449836, y=-1.57732251913, z=0
[INFO] [1729174632.241830]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.242036]: Calculated Dynamic ZMP: x=5.75003684136, y=-7.98401569111
[INFO] [1729174632.242235]: Calculated ZMP: x=5.75003684136, y=-7.98401569111
[INFO] [1729174632.341338]: Calculated Dynamic CoM: x=-3.49480080238, y=-0.538035702717, z=25.8633257946
[INFO] [1729174632.341617]: Projected CoM on the ground: x=-3.49480080238, y=-0.538035702717, z=0
[INFO] [1729174632.341842]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.342045]: Calculated Dynamic ZMP: x=-6.36057306783, y=-3.54568511488
[INFO] [1729174632.342277]: Calculated ZMP: x=-6.36057306783, y=-3.54568511488
[INFO] [1729174632.441334]: Calculated Dynamic CoM: x=-2.31242398654, y=-0.538292208453, z=25.9820803097
[INFO] [1729174632.441582]: Projected CoM on the ground: x=-2.31242398654, y=-0.538292208453, z=0
[INFO] [1729174632.441732]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.441883]: Calculated Dynamic ZMP: x=-4.46593046912, y=-6.0994107519
[INFO] [1729174632.442008]: Calculated ZMP: x=-4.46593046912, y=-6.0994107519
[INFO] [1729174632.541319]: Calculated Dynamic CoM: x=3.10315174113, y=-0.0696734974793, z=25.9395521698
[INFO] [1729174632.541589]: Projected CoM on the ground: x=3.10315174113, y=-0.0696734974793, z=0
[INFO] [1729174632.541840]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.542038]: Calculated Dynamic ZMP: x=6.64384037617, y=9.08726556443
[INFO] [1729174632.542220]: Calculated ZMP: x=6.64384037617, y=9.08726556443
[INFO] [1729174632.641332]: Calculated Dynamic CoM: x=-1.06319368454, y=-1.03099930435, z=26.1003056152
[INFO] [1729174632.641599]: Projected CoM on the ground: x=-1.06319368454, y=-1.03099930435, z=0
[INFO] [1729174632.641825]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.642030]: Calculated Dynamic ZMP: x=-1.91616913104, y=-0.431787364877
[INFO] [1729174632.642256]: Calculated ZMP: x=-1.91616913104, y=-0.431787364877
[INFO] [1729174632.741336]: Calculated Dynamic CoM: x=2.25570772317, y=-1.71136746919, z=25.9839866606
[INFO] [1729174632.741581]: Projected CoM on the ground: x=2.25570772317, y=-1.71136746919, z=0
[INFO] [1729174632.741770]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.741956]: Calculated Dynamic ZMP: x=4.72978480106, y=-8.37620672182
[INFO] [1729174632.742100]: Calculated ZMP: x=4.72978480106, y=-8.37620672182
[INFO] [1729174632.841330]: Calculated Dynamic CoM: x=5.44378659516, y=-1.58284378584, z=25.49351051
[INFO] [1729174632.841584]: Projected CoM on the ground: x=5.44378659516, y=-1.58284378584, z=0
[INFO] [1729174632.841733]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.841882]: Calculated Dynamic ZMP: x=11.6787313072, y=-4.53168877333
[INFO] [1729174632.842007]: Calculated ZMP: x=11.6787313072, y=-4.53168877333
[INFO] [1729174632.941318]: Calculated Dynamic CoM: x=4.58636362217, y=-0.919771364334, z=25.6833311867
[INFO] [1729174632.941602]: Projected CoM on the ground: x=4.58636362217, y=-0.919771364334, z=0
[INFO] [1729174632.941852]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174632.942056]: Calculated Dynamic ZMP: x=8.05319218227, y=-0.576832601442
[INFO] [1729174632.942195]: Calculated ZMP: x=8.05319218227, y=-0.576832601442
[INFO] [1729174633.041323]: Calculated Dynamic CoM: x=-0.682335233861, y=-1.18301073542, z=26.0476945934
[INFO] [1729174633.041596]: Projected CoM on the ground: x=-0.682335233861, y=-1.18301073542, z=0
[INFO] [1729174633.041839]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.042040]: Calculated Dynamic ZMP: x=-1.52971668574, y=4.63552796249
[INFO] [1729174633.042230]: Calculated ZMP: x=-1.52971668574, y=4.63552796249
[INFO] [1729174633.141327]: Calculated Dynamic CoM: x=5.73417123064, y=0.39826515047, z=25.4726545965
[INFO] [1729174633.141602]: Projected CoM on the ground: x=5.73417123064, y=0.39826515047, z=0
[INFO] [1729174633.141848]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.142230]: Calculated Dynamic ZMP: x=12.3909314289, y=7.54285756712
[INFO] [1729174633.142373]: Calculated ZMP: x=12.3909314289, y=7.54285756712
[INFO] [1729174633.241319]: Calculated Dynamic CoM: x=2.14342094619, y=-0.934743056903, z=26.0483251209
[INFO] [1729174633.241604]: Projected CoM on the ground: x=2.14342094619, y=-0.934743056903, z=0
[INFO] [1729174633.241831]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.242005]: Calculated Dynamic ZMP: x=4.06296490025, y=-0.217699327224
[INFO] [1729174633.242212]: Calculated ZMP: x=4.06296490025, y=-0.217699327224
[INFO] [1729174633.341346]: Calculated Dynamic CoM: x=-0.182199344332, y=-0.993599381008, z=26.1305738897
[INFO] [1729174633.341623]: Projected CoM on the ground: x=-0.182199344332, y=-0.993599381008, z=0
[INFO] [1729174633.341971]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.342160]: Calculated Dynamic ZMP: x=0.0889760153849, y=-11.0576450796
[INFO] [1729174633.342298]: Calculated ZMP: x=0.0889760153849, y=-11.0576450796
[INFO] [1729174633.441326]: Calculated Dynamic CoM: x=4.52263953837, y=-1.55677546392, z=25.6818411569
[INFO] [1729174633.441534]: Projected CoM on the ground: x=4.52263953837, y=-1.55677546392, z=0
[INFO] [1729174633.441680]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.441831]: Calculated Dynamic ZMP: x=9.62645334195, y=-4.86478035576
[INFO] [1729174633.441976]: Calculated ZMP: x=9.62645334195, y=-4.86478035576
[INFO] [1729174633.541322]: Calculated Dynamic CoM: x=5.03726056023, y=-1.22525583501, z=25.5845690849
[INFO] [1729174633.541620]: Projected CoM on the ground: x=5.03726056023, y=-1.22525583501, z=0
[INFO] [1729174633.541862]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.542196]: Calculated Dynamic ZMP: x=8.75079744232, y=-2.0355599757
[INFO] [1729174633.542418]: Calculated ZMP: x=8.75079744232, y=-2.0355599757
[INFO] [1729174633.641331]: Calculated Dynamic CoM: x=-0.0826202882076, y=-1.02097314488, z=26.0622197438
[INFO] [1729174633.641620]: Projected CoM on the ground: x=-0.0826202882076, y=-1.02097314488, z=0
[INFO] [1729174633.641867]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.642106]: Calculated Dynamic ZMP: x=-0.265199665645, y=3.7614828978
[INFO] [1729174633.642335]: Calculated ZMP: x=-0.265199665645, y=3.7614828978
[INFO] [1729174633.741351]: Calculated Dynamic CoM: x=6.33011179341, y=0.742142121061, z=25.3160630874
[INFO] [1729174633.741600]: Projected CoM on the ground: x=6.33011179341, y=0.742142121061, z=0
[INFO] [1729174633.741838]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.742083]: Calculated Dynamic ZMP: x=13.2116590605, y=8.14513582077
[INFO] [1729174633.742265]: Calculated ZMP: x=13.2116590605, y=8.14513582077
[INFO] [1729174633.841344]: Calculated Dynamic CoM: x=2.52049316025, y=-0.969341239258, z=25.9987872056
[INFO] [1729174633.841604]: Projected CoM on the ground: x=2.52049316025, y=-0.969341239258, z=0
[INFO] [1729174633.841825]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.841963]: Calculated Dynamic ZMP: x=4.97814090981, y=-0.650741405219
[INFO] [1729174633.842130]: Calculated ZMP: x=4.97814090981, y=-0.650741405219
[INFO] [1729174633.941328]: Calculated Dynamic CoM: x=1.6235731996, y=-1.72418639533, z=26.0405209058
[INFO] [1729174633.941584]: Projected CoM on the ground: x=1.6235731996, y=-1.72418639533, z=0
[INFO] [1729174633.941774]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174633.942020]: Calculated Dynamic ZMP: x=4.5401063083, y=-14.3061360932
[INFO] [1729174633.942225]: Calculated ZMP: x=4.5401063083, y=-14.3061360932
[INFO] [1729174634.041350]: Calculated Dynamic CoM: x=5.60613009555, y=-1.67091266877, z=25.4544497277
[INFO] [1729174634.041600]: Projected CoM on the ground: x=5.60613009555, y=-1.67091266877, z=0
[INFO] [1729174634.041752]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.041921]: Calculated Dynamic ZMP: x=11.8680536908, y=-4.86696001952
[INFO] [1729174634.042099]: Calculated ZMP: x=11.8680536908, y=-4.86696001952
[INFO] [1729174634.141328]: Calculated Dynamic CoM: x=5.61381068359, y=-1.0881902204, z=25.4745750939
[INFO] [1729174634.141583]: Projected CoM on the ground: x=5.61381068359, y=-1.0881902204, z=0
[INFO] [1729174634.141738]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.141894]: Calculated Dynamic ZMP: x=9.88316537887, y=-1.38039530812
[INFO] [1729174634.142021]: Calculated ZMP: x=9.88316537887, y=-1.38039530812
[INFO] [1729174634.241333]: Calculated Dynamic CoM: x=-0.470068678629, y=-1.00187509226, z=26.0668209499
[INFO] [1729174634.241565]: Projected CoM on the ground: x=-0.470068678629, y=-1.00187509226, z=0
[INFO] [1729174634.241708]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.241917]: Calculated Dynamic ZMP: x=-0.96809433431, y=-1.00025052723
[INFO] [1729174634.242126]: Calculated ZMP: x=-0.96809433431, y=-1.00025052723
[INFO] [1729174634.341338]: Calculated Dynamic CoM: x=7.03765903168, y=1.18447060865, z=25.1145345118
[INFO] [1729174634.341605]: Projected CoM on the ground: x=7.03765903168, y=1.18447060865, z=0
[INFO] [1729174634.341847]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.342239]: Calculated Dynamic ZMP: x=14.7710176458, y=9.40656073127
[INFO] [1729174634.342446]: Calculated ZMP: x=14.7710176458, y=9.40656073127
[INFO] [1729174634.441364]: Calculated Dynamic CoM: x=2.66608898803, y=-0.774844455793, z=25.9957150734
[INFO] [1729174634.441642]: Projected CoM on the ground: x=2.66608898803, y=-0.774844455793, z=0
[INFO] [1729174634.441914]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.442180]: Calculated Dynamic ZMP: x=4.99275763315, y=1.17489560015
[INFO] [1729174634.442347]: Calculated ZMP: x=4.99275763315, y=1.17489560015
[INFO] [1729174634.541292]: Calculated Dynamic CoM: x=-1.9580077502, y=-0.370261276585, z=26.0712717007
[INFO] [1729174634.541571]: Projected CoM on the ground: x=-1.9580077502, y=-0.370261276585, z=0
[INFO] [1729174634.541778]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.542029]: Calculated Dynamic ZMP: x=-3.93901387287, y=-10.8881480907
[INFO] [1729174634.542306]: Calculated ZMP: x=-3.93901387287, y=-10.8881480907
[INFO] [1729174634.641336]: Calculated Dynamic CoM: x=6.1234680072, y=-1.64500045072, z=25.3394684418
[INFO] [1729174634.641634]: Projected CoM on the ground: x=6.1234680072, y=-1.64500045072, z=0
[INFO] [1729174634.641869]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.642069]: Calculated Dynamic ZMP: x=12.9226550384, y=-4.45685586453
[INFO] [1729174634.642260]: Calculated ZMP: x=12.9226550384, y=-4.45685586453
[INFO] [1729174634.741342]: Calculated Dynamic CoM: x=5.43008889463, y=-1.20677167659, z=25.5039661807
[INFO] [1729174634.741634]: Projected CoM on the ground: x=5.43008889463, y=-1.20677167659, z=0
[INFO] [1729174634.741977]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.742175]: Calculated Dynamic ZMP: x=9.68967821174, y=-1.94138069796
[INFO] [1729174634.742342]: Calculated ZMP: x=9.68967821174, y=-1.94138069796
[INFO] [1729174634.841393]: Calculated Dynamic CoM: x=-0.728930014389, y=-1.00751821707, z=26.0526906902
[INFO] [1729174634.841633]: Projected CoM on the ground: x=-0.728930014389, y=-1.00751821707, z=0
[INFO] [1729174634.841822]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.842040]: Calculated Dynamic ZMP: x=-1.55587574822, y=-0.751809248908
[INFO] [1729174634.842241]: Calculated ZMP: x=-1.55587574822, y=-0.751809248908
[INFO] [1729174634.941346]: Calculated Dynamic CoM: x=7.72397906039, y=0.631873691279, z=24.9299518228
[INFO] [1729174634.941628]: Projected CoM on the ground: x=7.72397906039, y=0.631873691279, z=0
[INFO] [1729174634.941888]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174634.942072]: Calculated Dynamic ZMP: x=14.6285219566, y=5.2770899567
[INFO] [1729174634.942252]: Calculated ZMP: x=14.6285219566, y=5.2770899567
[INFO] [1729174635.041353]: Calculated Dynamic CoM: x=3.03824952093, y=-0.823684793517, z=25.9406426402
[INFO] [1729174635.041648]: Projected CoM on the ground: x=3.03824952093, y=-0.823684793517, z=0
[INFO] [1729174635.041878]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.042100]: Calculated Dynamic ZMP: x=5.91451078017, y=0.613085317662
[INFO] [1729174635.042305]: Calculated ZMP: x=5.91451078017, y=0.613085317662
[INFO] [1729174635.141334]: Calculated Dynamic CoM: x=-1.2218038682, y=-0.74752466211, z=26.1051703576
[INFO] [1729174635.141590]: Projected CoM on the ground: x=-1.2218038682, y=-0.74752466211, z=0
[INFO] [1729174635.141774]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.141986]: Calculated Dynamic ZMP: x=-2.41938030304, y=-8.19925438517
[INFO] [1729174635.142184]: Calculated ZMP: x=-2.41938030304, y=-8.19925438517
[INFO] [1729174635.241337]: Calculated Dynamic CoM: x=5.46080516872, y=-1.84465825548, z=25.4798360144
[INFO] [1729174635.241608]: Projected CoM on the ground: x=5.46080516872, y=-1.84465825548, z=0
[INFO] [1729174635.241848]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.242040]: Calculated Dynamic ZMP: x=11.1643289469, y=-5.64009444443
[INFO] [1729174635.242244]: Calculated ZMP: x=11.1643289469, y=-5.64009444443
[INFO] [1729174635.341319]: Calculated Dynamic CoM: x=5.09669462024, y=-1.35656345428, z=25.5649306416
[INFO] [1729174635.341597]: Projected CoM on the ground: x=5.09669462024, y=-1.35656345428, z=0
[INFO] [1729174635.341830]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.342028]: Calculated Dynamic ZMP: x=9.33102042951, y=-2.77471092613
[INFO] [1729174635.342200]: Calculated ZMP: x=9.33102042951, y=-2.77471092613
[INFO] [1729174635.441333]: Calculated Dynamic CoM: x=-1.54924146663, y=-0.870685002547, z=26.0248004796
[INFO] [1729174635.441588]: Projected CoM on the ground: x=-1.54924146663, y=-0.870685002547, z=0
[INFO] [1729174635.441773]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.441981]: Calculated Dynamic ZMP: x=-3.01625793424, y=-3.2674965674
[INFO] [1729174635.442163]: Calculated ZMP: x=-3.01625793424, y=-3.2674965674
[INFO] [1729174635.541354]: Calculated Dynamic CoM: x=3.08311292527, y=-0.47311395431, z=25.9167734112
[INFO] [1729174635.541601]: Projected CoM on the ground: x=3.08311292527, y=-0.47311395431, z=0
[INFO] [1729174635.541760]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.541928]: Calculated Dynamic ZMP: x=5.61990860288, y=3.28681810236
[INFO] [1729174635.542103]: Calculated ZMP: x=5.61990860288, y=3.28681810236
[INFO] [1729174635.641384]: Calculated Dynamic CoM: x=3.5111967735, y=-0.647323604096, z=25.8867213483
[INFO] [1729174635.641705]: Projected CoM on the ground: x=3.5111967735, y=-0.647323604096, z=0
[INFO] [1729174635.641906]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174635.642059]: Calculated Dynamic ZMP: x=6.74021562389, y=1.77827168727
[INFO] [1729174635.642202]: Calculated ZMP: x=6.74021562389, y=1.77827168727
[INFO] [1729174635.741287]: Calculated Dynamic CoM: x=0.628079717581, y=-1.16565427524, z=26.1107523978
[INFO] [1729174635.741534]: Projected CoM on the ground: x=0.628079717581, y=-1.16565427524, z=0
[INFO] [1729174635.741706]: Calculated Moments: Mx=0.75463425, My=1.5092685
